tweet,label_kenaikanbbm,label_kesehatanAPBN,label_omnibus_law,label_kenaikanppn,label_pemerintah
"Indonesia Memanggil! 
  Rakyat Bergerak Melawan! 
  
  BBM naik Rakyat tercekik! 
  
  Siapkan dirimu semua
  Kawan Kawan
  untuk kembali turun ke jalan bersama secara serentak pada tanggal 20 Oktober 2022.
  Menolak Kenaikan BBM, TURUNKAN HARGA-HARGA, CABUT UU CIPTA KERJA dan Batalkan RKUHP.",0.0,0.0,0.0,0.5,0.0
"Tapi nyusahin rakyat dengan kenaikan BBM jalan terus Aneh , besok bilang lagi ini eh lusa lain lagi",0.5,0.5,0.5,0.5,0.5
Buruh Bakal Demo Tolak Kenaikan Harga BBM 12 Oktober,0.0,0.5,0.5,0.5,0.0
"#SobatRupiah, untuk menjaga momentum pemulihan ekonomi, BI melakukan pengendalian inflasi akibat kenaikan harga BBM dan inflasi kelompok pangan. Salah satunya, lewat sinergi & kolaborasi ""Gerakan Nasional Pengendalian Inflasi Pangan di wilayah Sulawesi, Maluku, & Papua (Sulampua)"".",1.0,1.0,0.5,0.5,1.0
Data lama. Ahokers masih aja bela non pribumi. Emang dapat bagian berapa dari tiap liter kenaikan harga BBM Rakyat..?,0.0,0.5,0.5,0.5,0.0
"Masyarakat mendapatkan dampak yg cukup besar dari kenaikan harga BBM, terutama masyarakat yg terdampak kenaikan BBM karena mata pencaharian warga banyak yg menggunakan kendaraan pribadi, karena membutuhkan BBM utk menjalankan transportasi mereka
  #SigapMengayomi
  Bakti Untuk Negeri",0.0,0.5,0.5,0.5,0.0
"Kynya baru-baru kali ya..? semenjak kenaikan BBM 
  @pertamina
  bermasalah..?",0.0,0.5,0.5,0.5,0.0
"Faisal Basri dukung kenaikan harga BBM
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran
  -Jawa Tengah-",1.0,0.5,0.5,0.5,1.0
"pemuda papua dukung kenaikan harga BBM
  
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran",1.0,0.5,0.5,0.5,1.0
"Bantuan langsung tunai solusi di tengah kenaikan harga BBM
  #BBMSubsidi
  #BBMBersubsidi
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran
  #SemuaDemiKesejahteraan",1.0,0.5,0.5,0.5,1.0
Dukung penyesuaian harga BBM untuk kebaikan masyarakat Jawa Timur mantap #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran,1.0,0.5,0.5,0.5,1.0
"Minggu, (02/10/2022) Unit Patroli Satuan Samapta Polres Klungkung melaksanakan patroli di Spbu Jalan Ngurah Rai Klungkung pantau situasi pasca kenaikan harga BBM.
  
  #polisiindonesia
  #polresklungkung 
  #sabhara_bali",0.5,0.5,0.5,0.5,0.5
"Kinerja APBN Kita salah satunya berfokus untuk mengurangi dampak kenaikan BBM melalui penyaluran BLT.
  
  Bantuan kepada masyarakat ini tentu tak lepas dari kontribusi Kawan Pajak melalui pembayaran pajak secara rutin.
  
  Terima kasih atas kontribusinya, Kawan Pajak",1.0,1.0,0.5,0.5,1.0
"KENAIKAN HARGA MERUPAKAN SALAH SATU OPSI UNTUK MEMASTIKAN KUOTA BBM SUBSIDI AMAN HINGGA AKHIR TAHUN,",1.0,0.5,0.5,0.5,1.0
"Soal kenaikan harga BBM jangan salah kaprah gengs. Subsidi bukan di cabut namun di realokasi agar subsidi BBM tepat kepada masyarakat kecil. Setuju bila penyesuaian ini untuk mewujudkan keadilan bagi masyarakat kecil.
  @pertamina
  #BBMPertaminaBerkeadilan",1.0,0.5,0.5,0.5,0.5
"Layanan / aduan bantuan pemerintah di Jawa Tengah 
  @ganjarpranowo
  
  Lur... 
  Monggo dilaporkan jika ada penyimpangan bantuan pemerintah akibat kenaikan BBM",0.5,0.5,0.5,0.5,0.5
"Inflasi Indonesia September melonjak 1,17%. YOY Agt 5,95%
  Biasanya memang setelah pengumuman kenaikan harga BBM inflasi naik lumayan tajam",0.5,0.5,0.5,0.5,0.5
"Catat 10 Oktober 2022
  Kita Kumpul Bareng di Istana Presiden RI /Istana Negara Jakarta.
  
  Sehari saja kawan....
  Batalkan Kenaikan harga BBM
  Cabut OmnibusLaw Cipta Kerja
  STOP Bahas RKUHP.",0.0,0.5,0.0,0.5,0.0
Gak salah nih ? Di tegah kesulitan ekonomi yg makin menekan akibat kenaikan bbm & tragedi kemanusiaan di kanjuruhan.,0.0,0.5,0.5,0.5,0.0
"Kok bisa demo Tolak kenaikan BBM bela orang kaya, ini logika macam apa? Justru dengan menaikkan BBM ini segelintir kapitalis menari-nari di atas penderitaan rakyat.
  
  Astaghfirullah.",0.0,0.5,0.5,0.5,0.0
"Terkait Demo Tolak Kenaikan Harga BBM, Pemerintahan Jokowi Berpotensi Melakukan Penghianatan Terhadap Rakyat",0.0,0.5,0.5,0.5,0.0
"Kucuran dana ini diharapkan akan membuat pengguna angkutan umum tidak merasakan dampak kenaikan BBM. 
  
  Rakyat Indonesia harus melanjutkan kerja Anies di Presiden RI 2024.
  #AniesPresidenRI2024 
  yukss bisa yukss",1.0,0.5,0.5,0.5,1.0
"Menteri Ketenagakerjaan optimistis penyaluran bantuan subsidi upah (BSU) tahun ini bisa memenuhi target dan memberi manfaat bagi pekerja.
  Selain itu,diharapkan juga mampu meringankan beban para pekerja yang terdampak kenaikan harga bahan bakar minyak (BBM) serta kebutuhan pokok.",1.0,0.5,0.5,0.5,0.0
"Tokoh Jawa Barat mendukung penyesuaian harga BBM, demi kebaikan bersama",1.0,0.5,0.5,0.5,1.0
"Buruh akan demo serentak dengan membawa enam tuntutan di Istana Negara, dari tolak kenaikan harga BBM hingga pengesahan RUU PRT. #TempoMetro",0.0,0.5,0.5,0.5,0.0
Polisi Tutup Jalan Medan Merdeka Barat saat Massa Buruh Geruduk Istana Tolak Kenaikan BBM,0.0,0.5,0.5,0.5,0.0
"Jika kalian mempunyai keluhan, aduan maupun informasi penyimpangan bantuan Pemerintah akibat kenaikan BBM di Jawa Tengah, 
  Hubungi hotline :
  Untuk aduan BLT : 085158668448
  Untuk aduan BSU : 089652933444
  informasi BBM : 135
  
  Ayoo kita kawal bersama penyalurannya agar tepat sasaran",1.0,0.5,0.5,0.5,1.0
"Kenyataan pahit di era Jokowi. 
  Mau bilang apa, jika begitu kenyataannya. Belum lagi dampak kenaikan harga BBM. Inflasi melonjak. Hrg bahan pokok jg pasti naik. Konsekuensinya, daya beli masyarakat menurun.
  Ã¢â‚¬â€
  RI Masuk 100 Negara Paling Miskin di Dunia",0.0,0.0,0.5,0.5,0.0
"Demo menolak kenaikan BBM berjilid jilid hanya membuang buang waktu dan energi.
  Ayo berinovasi dan beralih ke energi alternatif. 
  Mahasiswa seharusnya memberikan inovasi bukan hanya penonton apalagi menjadi boneka bagi kepentingan sekelompok dalam gerakan politisi.",1.0,0.5,0.5,0.5,1.0
"Setuju sekali lakukan penelitian pak
  Paska kenaikan harga BBM Pertamina jenis Pertalite menjadi Rp 10.000 per liter, belakangan banyak masyarakat mengeluhkan Pertalite yang sekarang dirasa lebih boros dibanding sebelum kenaikan.
  https://portal-islam.id/2022/10/doktor-nuklir-dr-mulyanto-dari-fraksi.htmlÃ¢â‚¬Â¦",0.0,0.5,0.5,0.5,0.0
"Pemuda Papua dukung kenaikan harga BBM
  
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran",1.0,0.5,0.5,0.5,1.0
"Dukung Kenaikan Harga BBM
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran
  Sulawesi Utara",1.0,0.5,0.5,0.5,1.0
"Breaking News
  Longmarch Aliansi Aksi Sejuta Buruh dipimpin 
  @jumhurhidayat
  /Ketum KSPSI
  Di mulai dari Serang ke Istana
  Bersatu Untuk Indonesia Tanpa Oligarki
  Menuntut;
  1.Tolak Kenaikan BBM
  2.Tolak Uu Omnibuslaw.
  3.Tolak RUUKUHP.
  4.Turunkan Harga harga",0.0,0.0,0.0,0.5,1.0
"Pemerintah merealokasi Subsidi BBM ke Bansos sebesar 24,17 Triliun, Bantuan sosial diberikan untuk membantu masyarakat tidak mampu karena kenaikan Harga BBM subsidi, BLT BBM akan diberikan utk menjaga daya beli masyarakat. 
  #BBMPertaminaBerkeadilan",1.0,0.5,0.5,0.5,1.0
efek kenaikan bbm kerja sampingan,0.5,0.5,0.5,0.5,0.5
"Patung Kuda 10 Oktober 2022
  Buruh Turun menuntut tolak kenaikan harga bbm, demo sempat terjadi dorong-dorongan dengan aparat kepolisian yang bertugas di patung kuda",0.0,0.5,0.5,0.5,0.0
"Uang Pajak untuk Masyarakat
  
  Penyaluran Bantuan Langsung Tunai kepada masyarakat merupakan wujud kontribusi #KawanPajak dalam menyokong masyraakat yang terdampak kenaikan harga BBM.
  
  Terima kasih #KawanPajak, kontribusi #KawanPajak melalui pajak telah turut membantu masyarakat.",1.0,0.5,0.5,0.5,1.0
Naiknya banyak turunnya dikit sebentar minyak mentah naik ke 100.. harga bbm naik lebih dari kenaikan awal..,0.0,0.5,0.5,0.5,0.0
KSPI Tagih Komitmen Gubernur Jatim Untuk Menolak Kenaikan BBM dan Tolak Omnibuslaw,0.0,0.5,0.0,0.5,0.0
"15.23 #LiputanSONORA -
  Mahasiswa dari berbagai BEM mulai mendatangi kawasan Patung Kuda Monas Jakpus. Aksi unjuk rasa dilakukan terkait beberapa hal seperti penolakan kenaikan harga BBM bersubsidi, kasus Munir dan Tolak RUU KUHP.
  @SaortuaMarbun",0.0,0.5,0.5,0.5,0.0
"Penjualan Pertamax menurun drastis pasca kenaikan harga BBM awal bulan September.
  Konsumen Pertamax banyak yang beralih ke Shell atau Vivo. Makanya harga Pertamax diturunkan biar tidak kalah saing.",0.5,0.5,0.5,0.5,0.5
"Nah loh ternyata dusta belaka?
  
  Alasan Kenaikan BBM karena APBN Jebol Ternyata Dusta, Kemana Rakyat Mengadu?",0.0,0.5,0.5,0.5,1.0
"Diketahui bahwa subsidi BBM telah dialihkan ke BLT untuk mencegah adanya dampak sosial bagi kelompok rentan karena kenaikan BBM Subsidi.
  
  Sedangkan BSU bgi karyawan untuk menjaga daya beli ditengah kenaikan harga BBM. 
  
  #BBMPertaminaBerkeadilan",1.0,0.5,0.5,0.5,1.0
Penyesuaian harga BBM untuk kebaikan masyarakat Jawa Timur mantap #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran,1.0,0.5,0.5,0.5,1.0
"Langkah ini segera diambil 
  @erickthohir
  guna membantu masyarakat khususnya para nelayan yang terdampak dari kenaikan Bahan Bakar Minyak (BBM). Pemerintah menargetkan program tersebut bisa direalisasikan untuk para nelayan di seluruh Indonesia.
  #BangkitBersamaET",1.0,0.5,0.5,0.5,1.0
"Problemnya, inflasi yang dihadapi saat ini bukan bersumber dari kenaikan sisi permintaan.
  
  Melainkan inflasi dari sisi gangguan pasokan, seperti mahalnya harga bahan baku industri, kenaikan harga BBM, dan pangan.",0.5,0.5,0.5,0.5,0.5
Tokoh di Jawa Barat mendukung penyesuaian harga BBM oleh pemerintah demi kebaikan bersama,1.0,0.5,0.5,0.5,1.0
"Harga BBM naik. Harga kebutuhan lain juga ikut naik. Tarif ojol memang naik tapi ternyata sia-sia belaka. Status driver juga belum pekerja tetap. 
  
  Udah terpuruk, tambah terpuruk. #Kilas",0.0,0.5,0.5,0.5,0.0
"Kan lumayan banget di kondisi segala macam harga naik akibat kenaikan BBM kita malah bisa hemat lewat banyaknya diskon. 
  gue gaada malu malunya sih toh ngehemat buat kebahagian kantong sendiri",1.0,0.5,0.5,0.5,1.0
"Menaker Ida Fauziyah optimistis penyaluran bantuan subsidi upah (BSU) tahun ini bisa memenuhi target dan memberi manfaat bagi pekerja.
  Diharapkan juga mampu meringankan beban para pekerja yg terdampak kenaikan harga BBM serta harga bahan pokok. 
  @jokowi
  Gaspol Pemulihan Ekonomi",1.0,1.0,0.5,0.5,1.0
"Buruh Akan Kepung Istana Hari Ini, Tuntut Harga BBM dan Kenaikan Upah",0.0,0.0,0.5,0.5,0.0
"Ayo dukung kenaikan harga BBM
  Daerah Istimewa Yogyakarta
  Harga BBM Yogyakarta
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran",1.0,0.5,0.5,0.5,1.0
"Kenaikan Harga BBM Terbukti Turunkan Daya Beli, Buruh Minta Upah Naik 13% http://dlvr.it/SZmZtr",0.0,0.0,0.5,0.5,0.0
"Setidaknya, ada enam tuntutan buruh dalam aksi pada 12 Oktober mendatang. Mulai dari tolak kenaikan BBM, kenaikan UMK hingga pengesahan UU PRT.",0.0,0.0,0.5,0.5,0.0
"Patung Kuda Jakarta Dipadati Puluhan Ribu Buruh, Tuntut Tolak Kenaikan BBM hingga Minta Kenaikan Upah http://dlvr.it/SZxFc7",0.0,0.0,0.5,0.5,0.0
"Patung Kuda Jakarta Dipadati Puluhan Ribu Buruh, Tolak Kenaikan Harga BBM hingga Minta Kenaikan Upah http://dlvr.it/SZxGGR",0.0,0.0,0.5,0.5,0.0
tatapan yang melupakan kenaikan bbm,0.0,0.5,0.5,0.5,0.0
"Dampak kenaikan harga BBM mempengaruhi tarif transportasi, kemudian merembet ke kenaikan harga bahan pokok di Jawa Tengah. #TempoBisnis",0.0,0.0,0.5,0.5,0.0
"Ratusan Buruh Kembali Demo Tolak Kenaikan Harga BBM di Patung Kuda, Bakar Bom Asap",0.0,0.5,0.5,0.5,0.0
Udahh sana demo tolak kenaikan BBM aja,0.0,0.5,0.5,0.5,0.0
"Ribuan massa buruh menyuarakan enam tuntutan kepada pemerintah dalam unjuk rasa, Rabu, (12/10), di kawasan patung kuda, Jakarta. Salah satu tuntutan tersebut adalah menolak kenaikan harga BBM. 
  
  Berita selengkapnya: https://bit.ly/3EwFMJf",0.0,0.5,0.5,0.5,0.0
"Planet ban sangat membantu di tengah kenaikan bbm, jadi hemat 50% deh oli juga awet",0.5,0.5,0.5,0.5,0.5
"Teringat obrolan saya dg sopir ojol yg mengatakan serupa. Lalu saya tanya. 'Bapak merasa berat ngga dg kenaikan BBM ini?'. Ia menjawab: 'Ya berat Pak'.
  
  #BuatKetawaAja",0.0,0.5,0.5,0.5,0.0
"Dalam aksinya mereka menolak kenaikan harga BBM, menolak Omnibus Law, menuntut kenaikan upah, serta menolak PHK di tengah resesi global. #kumparanNEWS",0.0,0.0,0.0,0,0.0
"Pemkab Sidoarjo menyiapkan dana APBD sebesar Rp. 4,6 miliar untuk bantuan sosial. Bansos penanganan dampak inflasi imbas kenaikan harga BBM sdh diserahkan Gus Muhdlor. Ikhtiar bareng-bareng saling bantu. 
  
  Mari sama-sama menguatkan!
  @ahmadmuhdlorali
  #sidoarjo #bansos",1.0,0.5,0.5,0.5,0.0
Mengintip Pergerakan Market Demand Pasca Kenaikan BBM https://perusahaandata.blogspot.com/2022/09/mengintip-pergerakan-market-demand.html?spref=twÃ¢â‚¬Â¦,0.5,0.5,0.5,0.5,0.5
"Penyesuaian harga BBM untuk kebaikan Indonesia 
  Sumatera Selatan Apresiasi Pemerintah 
  #BBMSubsidi
  #BBMBersubsidi
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran
  #SemuaDemiKesejahteraan
  #CerdasPakaiBBM
  #BijakPakaiBBM",1.0,0.5,0.5,0.5,1.0
"Kenaikan harga BBM subsidi sangat dirasakan sekali dampaknya oleh para driver ojol. Hal ini menyebabkan penghasilan mereka semakin menurun. 
  
  Di hari Jumat yang penuh berkah ini, yuk kita ringankan beban dan berbagi kebahagiaan bersama para Ojol! 
  https://humanityfirst.id/campaign/ojol-food-stopÃ¢â‚¬Â¦",0.0,0.5,0.5,0.5,0.5
"Berikut laporan Koresponden Aryadita Utama terkait aksi buruh tolak kenaikan harga BBM di kawasan Patung Kuda Arjuna Wiwaha, Jalan Medan Merdeka Barat.
  
  #CNNIDNewsReport
  http://cnnindonesia.com/tv",0.0,0.5,0.5,0.5,0.5
"Untuk diketahui, Pemerintah merealokasi subsidi BBM ke bansos sebesar Rp24,17 triliun. Bantuan sosial diberikan untuk membantu masyarakat tidak mampu karena kenaikan harga BBM subsidi. BLT BBM akan berfungsi untuk menjaga daya beli masyarakat.
  
  __
  
  Pertamina Terbaik",1.0,0.5,0.5,0.5,1.0
Ã¢â‚¬Å“KesenyapanÃ¢â‚¬Â Kenaikan Harga BBM,0.5,0.5,0.5,0.5,0.5
"Hal ini digelar dalam rangka meringankan pemulihan ekonomi bagi ojol, khususnya pengemudi perempuan dan emak-emak yang terbebani dengan kenaikan harga BBM.",0.5,0.5,0.5,0.5,0.5
"Udahlah harga BBM naik, harga kebutuhan lain juga ikutan naik. Iya sih tarif ojol naik tapi ternyata nggak ngaruh-ngaruh amat. Nasib ojol makin nggak menentu. #Terbaru #Kilas",0.0,0.5,0.5,0.5,0.0
"Efek Kenaikan BBM, Pedagang Pasar Merintih",0.0,0.5,0.5,0.5,0.0
"Pemerintah melalui Kementerian Sosial mulai menyalurkan Bantuan Langsung Tunai (BLT) sebagai upaya melindungi daya beli masyarakat prasejahtera dalam menghadapi dampak kenaikan harga BBM.
  @pertamina
  
  BBM Pertamina Dijamin Aman
  #FaktaPertalite
  #SubsidiMilikRakyat",1.0,0.5,0.5,0.5,1.0
"Ã¢â‚¬Å“Partai Buruh dan Organisasi Serikat Buruh: Rencana Aksi 50 Ribu buruh di Istana Menolak Kenaikan Harga BBM dan Omnibus Law, Serta Mengecam Tragedi Kemanusiaan Sepak Bola di Malang",0.0,0.5,0.0,0.5,0.0
"Dari 6 ribu buruh yang menyerbu Istana Negara, ada 6 isu yang dituntut, seperti meminta kenaikan upah sebesar 13% di 2023 hingga penurunan harga BBM.",0.0,0.5,0.5,0.5,0.0
"Realokasi subsidi BBM ke bansos untuk membantu masyarakat yang kurang mampu, karena kenaikan harga BBM subsidi. BLT BBM akan berfungsi untuk menjaga daya beli masyarakat.
  
  #BBMPertaminaBerkeadilan",1.0,0.5,0.5,0.5,1.0
"Desak terus jangan kasih kendor.
  .
  Alasan naik BBM bersubsidi, karena kenaikan harga minyak mentah dunia.
  .
  Sejak Juni 2022 harga minyak terus melorot.
  .
  Hari ini ICP ditetapkan US$ 86 per barel. Sudah jauh di bawah asumsi APBN 2022 yg US$ 100 per barel.",0.0,0.5,0.5,0.5,0.0
Mereka mengajukan 6 tuntutan termasuk menolak kenaikan harga bahan bakar minyak (BBM),0.0,0.5,0.5,0.5,0.0
"Laporan Langsung: Buruh Kembali Berunjuk Rasa Tolak Kenaikan Harga BBM Di Kawasan Patung Kuda
  
  #Buruh #UnjukRasa #TolakKenaikanHargaBBM #KawasanPatungKuda",0.0,0.5,0.5,0.5,0.0
"""Menolak kenaikan harga BBM"" lebih baik dengan tidak menggunakan BBM.",1.0,0.5,0.5,0.5,1.0
Harga BBM Pertamax Turbo turun mulai 1 Oktober. Sedangkan harga Pertamina Dex dan Dexlite mengalami kenaikan.,0.5,0.5,0.5,0.5,0.5
"Pasca kenaikan harga BBM, tak sedikit pengendara mengeluhkan pemakaian pertalite yang jadi makin boros. Selain itu, perubahan warna pertalite yang tak seperti biasanya juga turut dipertanyakan. Ada apa gerangan?
  
  Simak selengkapnya di http://kum.pr/pertaliteboros.
  
  #kumparanBISNIS",0.0,0.5,0.5,0.5,0.0
"Pak Moeldoko ini sebenernya kurang bersyukur. Mayoritas rakyat yang Ã¢â‚¬Å“diamÃ¢â‚¬Â karena harga BBM naik ini sebuah keajaiban, Pak. Jangan merasa rakyat bisa menerima begitu saja kenaikan ini. FYI aja lho, Pak. #TerminalMojok",0.0,0.5,0.5,0.5,0.0
"Inflasi Kenaikan Harga BBM, Ekonomi Harus Kita Kendalikan
  
  #2024GanjarPresiden
  #GanjaristOptimis
  #JokowiDihatiGanjarDinanti 
  #PilihRambutPutih",0.5,0.5,0.5,0.5,0.5
"Imbas Kenaikan Harga BBM, Daya Beli Nelayan Tergerus
  Klik untuk baca:",0.0,0.5,0.5,0.5,0.0
"21 April akan menjadi gerakan elemen rakyat yang telah muak dengan kondisi ekonomi bangsa Morat Marit
  
  Kenaikan harga sembako, BBM plus Minyak Goreng, Listrik, Gas, PPN dan kasus Korupsi telah menjadi isu bersama untuk melawan Rezim Penghamba Oligarki dan Jongos Kartel.",0.0,0.5,0.5,0,0.0
"Pergerakan Mahasiswa terus saja membuat aksi di Berbagai Daerah hari ini 8 April 2022 tadi siang. Aliansi Mahasiswa Gabungan se-Kota Tasikmalaya masuk k Gedung DPRD Kota Tasikmalaya untuk menyampaikan Aspirasi dgn Tuntutan Tolak 3 Periode, Tolak Kenaikan BBM, Tolak Kenaikan PPN,",0.0,0.5,0.5,0,0.0
"Aksi Mahasiswa yg tergabung dalam Cipayung Plus (PMII, HMI, Kammi, GMNI, IMM, Hima Persis) kota Garut di depan gedung DPRD Garut.. (8/April/2022)
  
  Dengan Tuntutan:
  Ã¢â‚¬Â¢Tolak Perpanjangan 3 Periode
  Ã¢â‚¬Â¢Tolak Penundaan Pemilu 2024
  Ã¢â‚¬Â¢Tolak Kenaikan harga BBM
  Ã¢â‚¬Â¢Tolak kenaikan PPN dll",0.0,0.5,0.5,0,1.0
"Ã¢â‚¬Å“Unjuk Rasa PMII UIN Walisongo Semarang di depan kantor Gubernur Jawa Tengah berlangsung ricuh. Unjuk Rasa dilakukan untuk memprotes Mahalnya Migor, kenaikan PPN serta isu perpanjangan masa jabatan PresidenÃ¢â‚¬Â
  
  Dengan Tegas #RakyatBersamaMahasiswa untuk #Tolak3Periode",0.5,0.5,0.5,0,1.0
"Penjahat pajak, diampuni, dikasi faslitas private placement dlm obligasi pemerintah dg yield 7,1%. Ini sama sj mensubsidi maling pajak dengan yield dari pajak rakyat ! Subsidi untuk rakyat dipangkas, sementara pajak dari kenaikan PPN 10% ke 11% digunakan untuk bayar yield para paling pajak",0.0,0.5,0.5,0,1.0
"Narasi standar yg diulang setiap kenaikan harga BBM Subsidi
  
  Mengapa tidak sejak dulu ubah sistem subsidi?
  Malah beri insentif Pembebasan/ Potongan PPn BM mobil baru?",0.0,0.5,0.5,0,0.0
"Jika benarÃ‚Â² serius PDIP berjuang untuk melawan Tirani Kekuasaan yang Otoriter maka Gue siap dalam barisan mereka, ayo PDIP buktikan dulu dengan mengeluarkan massanya menolak kenaikan harga BBM, Minyak Goreng, PPN, Gas, Listrik dan Sembako. Bukan begitu Tante 
  @puanmaharani_ri
  ?",0.5,0.5,0.5,0.5,0.5
"Aksi mahasiswa di depan Gedung DPR Aceh. Mahasiswa menyinggung soal kenaikan BBM dan Penundaan Pemilu serta kenaikan PPN 11 Persen.
  
  #dpra",0.0,0.5,0.5,0,0.0
"Ã¢â‚¬Å“Unjuk Rasa mahasiswa Lampung Utara hari ini, menolak kenaikan bbm dan ppn, tindak tegas pencetus wacana penundaan pemilu dan tolak jokowi 3 periode. Sayangnya tidak satupun anggota DPRD yang menemui para mahasiswaÃ¢â‚¬Â
  
  Para anggota dewan keder duluan alesan ada tugas pada mlipir",0.0,0.5,0.5,0,0.0
"... rakyat bertambah gepeng dan penyet ditimpuk beban hidup beruntun : kenaikan ppn dan bbm berdampak nyata dan kontan terhadap harga sembako ! entah kapan bisa hidup makmur dan sejahtera di negeri nanti kaya raya ini, bung ...
  #OrdeBrutal 
  #OrdeBrutal
  
  _",0.0,0.5,0.5,0,0.0
"Forum Konsolidasi Mahasiswa UNHAS di Pintu Nol Unhas, Makassar.. (6/April/2022)
  
  Tuntutan:
  Ã¢â‚¬Â¢Menolak Penundaan Pemilu
  Ã¢â‚¬Â¢Tolak kenaikan BBM, Migor, PPN
  Ã¢â‚¬Â¢Mengajak seluruh rakyat Indonesia untuk menyukseskan Reformasi Jilid II 
  #GoodByeJokowi",0.0,0.5,0.5,0.5,0.0
"Rp31,75 triliun sangat kecil bagi pemerintah, tetapi sangat besar bagi masyarakat kelompok bawah, masyarakat miskin, pengguna pertalite dan solar. Apalagi di tengah kesulitan ekonomi dan inflasi pangan yang tinggi, lebih dari 10%, serta kenaikan PPN Ã¢â‚¬Â¦..",0.0,0.5,0.5,0,0.0
"Dampak Kenaikan BBM, TDL, PPN Menghasilkan Efek Domino Yang Melonjakkan Harga Kebutuhan Pokok. Dengan Naiknya Harga Kebutuhan Pokok Maka Menjadi TandaÃ‚Â² Negara Gagal, Jika Kondisi Terus Begini Maka Tidak Menutup Peluang Menjadi Amukan Rakyat.
  
  Jangan Diam Saatnya Bersuara Lantang.",0.0,0.5,0.5,0,0.0
"Depan gedung DPRD Tasikmalaya (8/April/2022)
  
  Ã¢â‚¬Â¢Tolak tiga periode
  Ã¢â‚¬Â¢Tolak kenaikan harga BBM
  Ã¢â‚¬Â¢Tolak kenaikan harga PPN & Pangan
  Panjang Umur Perjuangan",0.0,0.5,0.5,0,0.0
"Justru karena mahasiswa berotak cemerlang dan kritis makanya mereka bisa berempati terhadap kesusahan rakyat dalam menghadapi kenaikan BBM,Listrik,PPN,Sembako, LPG dll belum lagi ketidak pastian hukum dan banyaknya oknum,
  kamu mah enak dijamin hidupmu sama om om...",0.0,0.5,0.5,0,0.0
"KEDIRI
  Melihat kondisi seperti serba krisis serba sulit, sudah saatnya kita bersatu melawan kerakusan, menggaungkan perlawanan untuk keadilan dan menegakkan kedaulatan kita semua dlm penolakan kenaikan BBM, PPN, serta seluruh kebijakan yang merugikan masyarakat
  #AfiliasiSekartaji",0.0,0.5,0.5,0,0.0
"Penderitaan rakyat kala pandemi semakin paripurna, tatkala kelangkaan minyak, disertai berbagai kenaikan harga bahan pokok, kenaikan BBM, dan kenaikan pajak PPN, mencabik-cabik perekonomian rakyat kecil.
  
  #CabutUUIKN",0.0,0.5,0.5,0,0.0
"Daftar Lengkap Barang dan Jasa yang Kena Kenaikan PPN 11%
  
  https://msn.com/id-id/berita/other/daftar-lengkap-barang-dan-jasa-yang-kena-kenaikan-ppn-11/ar-AAVWQzj?ocid=msedgntp&cvid=f4eadfd854654e77a874095930124544Ã¢â‚¬Â¦
  
  #GoodByeJokowi 
  #LawanPembajakKonstitusi",0.5,0.5,0.5,0.5,0.0
"Apakah belanja negara untuk IKN adil bagi masyarakat banyak, apakah belanja negara untuk kereta cepat adil? Apakah belanja negara untuk infrastruktur, yang akhirnya banyak terbengkalai, lebih adil dari subsidi untuk masyarakat berpendapatan rendah? Apakah kenaikan tarif PPN adil?",0.5,0.0,0.5,0,0.0
"Catat ya! Kenaikan harga di Indonesia disebabkan oleh Inflasi, karena situasi politik dunia yang tidak stabil yang berimbas pada tidak stabilnya perdagangan global, bukan karena PPN",0.5,0.5,0.5,0.5,0.5
"Kenaikan PPN sebesar 11% jangan diartikan bahwa Pemerintah menambah beban rakyatnya, karena dengan kenaikan PPN ini justru akan menambah pemasukan pajak dimana dana tersebut akan diperuntukan untuk anggaran belanja yg lebih berkuitas...
  
  Siap Dukung PPN",0.5,0.5,0.5,1,1.0
"Aksi demontrasi mahasiswa yang tergabung dalam BEM SI. Menuntut pemerintah:
  Ã¢ÂÆ’Tolak wacana 3 periode dan penundaan Pemilu
  Ã¢ÂÆ’Turunkan kenaikan pajak PPN 11%
  Ã¢ÂÆ’Turunkan harga BBM
  Ã¢ÂÆ’Cabut UU Omnibus law
  Ã¢ÂÆ’Meminta Pemerintah mensubsidi biaya Pendidikan",0.0,0.5,0.0,0,0.0
"Jadi Fix yaa .. 
  Kenaikan Tatif Pajak PPh & PPN, penyebabnya adalah karena defisit APBN
  
  Peras aja terus Rakyat 
  .. 
  #Merakyat_MerasRakyat
  #Merakyat_MerasRakyat
  ..",0.5,0.0,0.5,0,0.0
