tweet,date,retweet,reply,like,name,username,,label_kenaikanbbm,label_kesehatanAPBN,label_omnibus_law,label_kenaikanppn,pemerintah
"Ekonom menilai inflasi September masih tergolong ke dalam skenario terbaik, karena lonjakan inflasi pasca kenaikan harga BBM subsidi masih cukup terkendali.",4-Oct-22,2,0,1,tirtoid,@TirtoID,,0,,,,1
"Rabu, (05/10/2022) Unit Patroli Satuan Samapta Polres Klungkung melaksanakan patroli di Spbu Jalan Ngurah Rai Klungkung pantau situasi pasca kenaikan harga BBM.
  
  #polisiindonesia
  #polresklungkung 
  #sabhara_bali",5-Oct-22,0,0,1,Satsamapta Polres Klungkung,@SKlungkung,,1,,,,0
"ISU DEMO KENAIKAN BBM JG SDH HILANG,KEM
  ISKINAN INDONESUA JG,UTANG BERTAMBAH LG Jangan-jangan Tragedi Stadion Kanjuruhan untuk Menutup Persidangan Kasus Ferdy Sambo",5-Oct-22,0,23,0,tka rrc,@FaisalA55496673,,0,,,,1
"Tolak Kenaikan Harga BBM dan PHK Sepihak, Besok Buruh Kembali Demo
  
  #Sindonews #BukanBeritaBiasa .",11-Oct-22,1,1,2,SINDOnews,@SINDOnews,,0,,,,1
"Di tengah bayang-bayang pelambatan ekonomi karena kenaikan harga BBM pada awal September, Bank Indonesia memperkirakan pertumbuhan ekonomi triwulan ketiga masih lebih besar dibandingkan triwulan sebelumnya. #Ekonomi #AdadiKompas",1-Oct-22,1,0,1,Harian Kompas,@hariankompas,,1,,,,0
Dwayne Johnson adalah #BlackAdam. Saksikan film super hero DC terbaru ini hanya di bioskop dan IMAX bulan ini.,4-Oct-22,209,46,"1,160",Warner Bros. Indonesia,@WarnerBrosID,,0.5,,,,0.5
Secara umum ketersediaan bahan pangan di Papua didatangkan dari luar Papua. #publisherstory #BumiPapua,4-Oct-22,1,0,0,kumparan,@kumparan,,0.5,,,,0.5
"Mensos Tri Rismaharini menyebut BLT dampak kenaikan harga BBM sudah tersalurkan sebanyak 98,6 persen ke masyarakat penerima manfaat.",12-Oct-22,0,0,0,ANTARA Jatim,@ANTARAJatim_,,1,,,,0
Bhabinkamtibmas Kalurahan Temon Kulon Aiptu Suparji Sambang kegiatan pasaran di pasar Kaligondang serta monitoring harga 9 bagan pokok yg mulai ada kenaikan harga sembako dampak kenaikan BBM. (04/10/2022),4-Oct-22,0,0,0,HUMAS POLSEK TEMON,@TemonHumas,,1,,,,0
TPID melakukan beberapa upaya pengendalian inflasi secara sinergis.,4-Oct-22,0,0,0,Republika.co.id,@republikaonline,,1,,,,0
"PKS Konsisten Menolak Kenaikkan Harga BBM
  
  Dari WO hingga turun ke jalan bersama rakyat menolak kenaikan BBM",3-Oct-22,2,0,3,Ayyasy,@Ayyasy_K,,0,,,,1
"Anita mengatakan, sejak kenaikan harga BBM biaya untuk industri perkapalan melonjak 20-30 persen.",5-Oct-22,1,0,0,Kompas.com,@kompascom,,0,,,,1
Gaikindo Yakin Dampak Kenaikan Harga BBM Hanya Sesaat,5-Oct-22,0,0,0,Juminten,@Tertulis,,1,,,,0
"Kota Solo di peringkat kedua se-Jawa Tengah dengan angka inflasi 1,30 persen.",4-Oct-22,0,0,0,Republika.co.id,@republikaonline,,0.5,,,,0.5
Produksi gabah di musim gadu saat ini baik dengan tingkat rendemen 60 persen.,5-Oct-22,0,0,0,Republika.co.id,@republikaonline,,0.5,,,,0.5
"Dukungan penyesuaian Harga BBM
  Untuk kebaikan bangsa
  Kalimantan Timur
  #BantuanBBMUntukRakyat
  #BLTBBMTepatSasaran
  #SubsidiTepatSasaran",9-Oct-22,0,0,0,MahakamKuuu,@MahakamK,,1,,,,0
Demonstrasi memprotes kebijakan pemerintah dalam mengatasi kenaikan harga dan BBM.,4-Oct-22,0,0,0,Republika.co.id,@republikaonline,,0,,,,1
"Tolak Kenaikan BBM, 5 Juta Buruh Ancam Mogok Nasional",12-Oct-22,0,0,0,Kronologi.id,@kronologi_id,,0,,,,1
"KAKANWIL A YUSPAHRUDDIN KEMENKUMHAM JATENG : Sikapi Kenaikan Harga BBM, Kakanwil Ajak Jajaran Pemasyarakatan Berikan Pelayanan Terbaik",5-Oct-22,0,0,0,Lapasnarkotikank_official,@LapsustikNK,,1,,,,0
Saat ini ancaman inflasi yang diperkuat dengan kenaikan BBM.,11-Oct-22,0,0,2,Republika.co.id,@republikaonline,,0.5,,,,0.5
"Harga BBM Naik, Tidak Ada Kenaikan Tarif Jasa Pengiriman",11-Oct-22,0,1,0,Jawa Pos,@jawapos,,0,,,,1
Kanit Binmas Polsek Padang Hulu bersama dengan Bhabinkamtibmas memberikan bantuan sembako kepada warga yang membutuhkan yang terdampak kenaikan harga BBM atas nama ibu SITI di Jalan AMD Lk. 2 Kel. Lubuk Baru Kec. Padang Hulu Kota Tebing Tinggi,8-Oct-22,0,0,0,Polres Tebing Tinggi,@PolresTinggi,,1,,,,0
"BANYAK ISDU YG TERTU TUPI,INDIONESIA MISKIN, KENAIKAN BBM,TAMBAH UTANG,DLL. Jerry Massie: Jangan-jangan, Petaka Kanjuruhan untuk Tutupi Persidangan Sambo?",4-Oct-22,0,0,0,tka rrc,@FaisalA55496673,,0,,,,1
Tiga Orang Personel Polsek Lembah Melintang melaksanakan Pengamanan di Pertamina Ujung Gading pada siang hari untuk mengantisipasi dan memonitor dampak Kenaikan BBM .,12-Oct-22,0,0,0,Polsek Lb Melintang,@PolsekLb,,0,,,,1
Pasar Murah Disdagin Terbukti Bantu Warga terdampak kenaikan BBM,6-Oct-22,0,0,0,DOSIS 4,@kangandribdg,,0,,,,1
PSMTI Kota Magelang Bagikan 3000 Paket Sembako untuk Bantu Warga yang Terdampak Kenaikan BBM,5-Oct-22,0,0,0,Tribun Jogja,@tribunjogja,,1,,,,0
"Tax naik karna ini. Udah dijelasin sama Menteri Keuangan Ibu Sri Mulyani kalo kenaikan ppn dari 10% ke 11% gabakal ditunda. RUU nya udah dirancang dari jauh hari sebelum video 10 juta itu ada. Dan berlaku per 1 April 2022
  IT'S FUCKING 1 APRIL 2022, PLEASE BE SMART PEOPLE",13-Apr-22,"2,816",108,"8,970",ken,@jureuumi,,0,,,,1
"Aksi Jilid II Mahasiswa yg tergabung dlm Komite Mahasiswa Bersatu (KMB) di depan Kampus I Unkhair Ternate & menblokade jalan utama menuju Bandara Sultan Baabullah, Maluku.. (18/April/2022)
  
  Ã¢â‚¬Â¢Tolak kenaikan harga BBM
  Ã¢â‚¬Â¢Tolak Kenaikan Sembako, PPN
  Ã¢â‚¬Â¢Tolak DOB di Tanah Papua dll",18-Apr-22,493,25,"1,452",Ã°Ââ€˜Â¨Ã°Ââ€™â€Ã°Ââ€™Å¡Ã°Ââ€™Å Ã°Ââ€™â€™Ã°Ââ€™â€šÃ°Ââ€™â€°,@QaillaAsyiqah,,0,,,,1
"21 April akan menjadi gerakan elemen rakyat yang telah muak dengan kondisi ekonomi bangsa Morat Marit
  
  Kenaikan harga sembako, BBM plus Minyak Goreng, Listrik, Gas, PPN dan kasus Korupsi telah menjadi isu bersama untuk melawan Rezim Penghamba Oligarki dan Jongos Kartel.",15-Apr-22,648,107,"2,533",Nicholas Frans Giskos,@Nicho_Silalahi,,0,0.5,0.5,0,0
"Pergerakan Mahasiswa terus saja membuat aksi di Berbagai Daerah hari ini 8 April 2022 tadi siang. Aliansi Mahasiswa Gabungan se-Kota Tasikmalaya masuk k Gedung DPRD Kota Tasikmalaya untuk menyampaikan Aspirasi dgn Tuntutan Tolak 3 Periode, Tolak Kenaikan BBM, Tolak Kenaikan PPN,",8-Apr-22,117,9,236,ChocolateDelight,@annourcharity,,0,0.5,0.5,0,0
"Aksi Mahasiswa yg tergabung dalam Cipayung Plus (PMII, HMI, Kammi, GMNI, IMM, Hima Persis) kota Garut di depan gedung DPRD Garut.. (8/April/2022)
  
  Dengan Tuntutan:
  Ã¢â‚¬Â¢Tolak Perpanjangan 3 Periode
  Ã¢â‚¬Â¢Tolak Penundaan Pemilu 2024
  Ã¢â‚¬Â¢Tolak Kenaikan harga BBM
  Ã¢â‚¬Â¢Tolak kenaikan PPN dll",8-Apr-22,119,8,206,Ã°Ââ€˜Â¨Ã°Ââ€™â€Ã°Ââ€™Å¡Ã°Ââ€™Å Ã°Ââ€™â€™Ã°Ââ€™â€šÃ°Ââ€™â€°,@QaillaAsyiqah,,0,0.5,0.5,0,1
"Ã¢â‚¬Å“Unjuk Rasa PMII UIN Walisongo Semarang di depan kantor Gubernur Jawa Tengah berlangsung ricuh. Unjuk Rasa dilakukan untuk memprotes Mahalnya Migor, kenaikan PPN serta isu perpanjangan masa jabatan PresidenÃ¢â‚¬Â
  
  Dengan Tegas #RakyatBersamaMahasiswa untuk #Tolak3Periode",8-Apr-22,125,8,302,@StoryNayua,Ã‚Â·,,0.5,0.5,0.5,0,1
"Penjahat pajak, diampuni, dikasi faslitas private placement dlm obligasi pemerintah dg yield 7,1%. Ini sama sj mensubsidi maling pajak dengan yield dari pajak rakyat ! Subsidi untuk rakyat dipangkas, sementara pajak dari kenaikan PPN 10% ke 11% digunakan untuk bayar yield para paling pajak",17-Sep-22,103,7,192,Munir,@Munir_Timur,,0,0.5,0.5,0,1
"Narasi standar yg diulang setiap kenaikan harga BBM Subsidi
  
  Mengapa tidak sejak dulu ubah sistem subsidi?
  Malah beri insentif Pembebasan/ Potongan PPn BM mobil baru?",3-Sep-22,314,62,764,Alvin Lie,@alvinlie21,,0,0.5,0.5,0,0
"Jika benarÃ‚Â² serius PDIP berjuang untuk melawan Tirani Kekuasaan yang Otoriter maka Gue siap dalam barisan mereka, ayo PDIP buktikan dulu dengan mengeluarkan massanya menolak kenaikan harga BBM, Minyak Goreng, PPN, Gas, Listrik dan Sembako. Bukan begitu Tante 
  @puanmaharani_ri
  ?",16-Apr-22,222,104,"1,033",Nicholas Frans Giskos,@Nicho_Silalahi,,0.5,0.5,0.5,0.5,0.5
"Aksi mahasiswa di depan Gedung DPR Aceh. Mahasiswa menyinggung soal kenaikan BBM dan Penundaan Pemilu serta kenaikan PPN 11 Persen.
  
  #dpra",11-Apr-22,24,0,43,mediasatunews.com,@mediasatunews_,,0,0.5,0.5,0,0
"Ã¢â‚¬Å“Unjuk Rasa mahasiswa Lampung Utara hari ini, menolak kenaikan bbm dan ppn, tindak tegas pencetus wacana penundaan pemilu dan tolak jokowi 3 periode. Sayangnya tidak satupun anggota DPRD yang menemui para mahasiswaÃ¢â‚¬Â
  
  Para anggota dewan keder duluan alesan ada tugas pada mlipir",14-Apr-22,26,1,43,@L1ntingd4un,Ã‚Â·,,0,0.5,0.5,0,0
"... rakyat bertambah gepeng dan penyet ditimpuk beban hidup beruntun : kenaikan ppn dan bbm berdampak nyata dan kontan terhadap harga sembako ! entah kapan bisa hidup makmur dan sejahtera di negeri nanti kaya raya ini, bung ...
  #OrdeBrutal 
  #OrdeBrutal
  
  _",5-Apr-22,19,1,24,Adek Bintank,@dek_bintank,,0,0.5,0.5,0,0
"Forum Konsolidasi Mahasiswa UNHAS di Pintu Nol Unhas, Makassar.. (6/April/2022)
  
  Tuntutan:
  Ã¢â‚¬Â¢Menolak Penundaan Pemilu
  Ã¢â‚¬Â¢Tolak kenaikan BBM, Migor, PPN
  Ã¢â‚¬Â¢Mengajak seluruh rakyat Indonesia untuk menyukseskan Reformasi Jilid II 
  #GoodByeJokowi",6-Apr-22,24,1,45,Pribumi,@610_Ops,,0,0.5,0.5,0.5,0
"Rp31,75 triliun sangat kecil bagi pemerintah, tetapi sangat besar bagi masyarakat kelompok bawah, masyarakat miskin, pengguna pertalite dan solar. Apalagi di tengah kesulitan ekonomi dan inflasi pangan yang tinggi, lebih dari 10%, serta kenaikan PPN Ã¢â‚¬Â¦..",18-Sep-22,213,11,516,Anthony Budiawan,@AnthonyBudiawan,,0,0.5,0.5,0,0
"Dampak Kenaikan BBM, TDL, PPN Menghasilkan Efek Domino Yang Melonjakkan Harga Kebutuhan Pokok. Dengan Naiknya Harga Kebutuhan Pokok Maka Menjadi TandaÃ‚Â² Negara Gagal, Jika Kondisi Terus Begini Maka Tidak Menutup Peluang Menjadi Amukan Rakyat.
  
  Jangan Diam Saatnya Bersuara Lantang.",25-Apr-22,59,11,135,Nicholas Frans Giskos,@Nicho_Silalahi,,0,0.5,0.5,0,0
"Depan gedung DPRD Tasikmalaya (8/April/2022)
  
  Ã¢â‚¬Â¢Tolak tiga periode
  Ã¢â‚¬Â¢Tolak kenaikan harga BBM
  Ã¢â‚¬Â¢Tolak kenaikan harga PPN & Pangan
  Panjang Umur Perjuangan",8-Apr-22,31,1,71,Ã°Ââ€˜Â¨Ã°Ââ€™â€Ã°Ââ€™Å¡Ã°Ââ€™Å Ã°Ââ€™â€™Ã°Ââ€™â€šÃ°Ââ€™â€°,@QaillaAsyiqah,,0,0.5,0.5,0,0
"Justru karena mahasiswa berotak cemerlang dan kritis makanya mereka bisa berempati terhadap kesusahan rakyat dalam menghadapi kenaikan BBM,Listrik,PPN,Sembako, LPG dll belum lagi ketidak pastian hukum dan banyaknya oknum,
  kamu mah enak dijamin hidupmu sama om om...",10-Apr-22,7,22,25,Ã°Å¸â€¦Â½Ã°Å¸â€¦Â¸Ã°Å¸â€¦Â²Ã°Å¸â€¦Â´ Ã°Å¸â€¦Â¶Ã°Å¸â€ â€žÃ°Å¸â€ Ë†,@Dj_Bams74,,0,0.5,0.5,0,0
"KEDIRI
  Melihat kondisi seperti serba krisis serba sulit, sudah saatnya kita bersatu melawan kerakusan, menggaungkan perlawanan untuk keadilan dan menegakkan kedaulatan kita semua dlm penolakan kenaikan BBM, PPN, serta seluruh kebijakan yang merugikan masyarakat
  #AfiliasiSekartaji",12-Apr-22,14,1,40,Aksi Kamisan Kediri,@kamisankediri,,0,0.5,0.5,0,0
"Penderitaan rakyat kala pandemi semakin paripurna, tatkala kelangkaan minyak, disertai berbagai kenaikan harga bahan pokok, kenaikan BBM, dan kenaikan pajak PPN, mencabik-cabik perekonomian rakyat kecil.
  
  #CabutUUIKN",4-Apr-22,42,2,80,Bersihkan_Indo,@bersihkan_indo,,0,0.5,0.5,0,0
"Daftar Lengkap Barang dan Jasa yang Kena Kenaikan PPN 11%
  
  https://msn.com/id-id/berita/other/daftar-lengkap-barang-dan-jasa-yang-kena-kenaikan-ppn-11/ar-AAVWQzj?ocid=msedgntp&cvid=f4eadfd854654e77a874095930124544Ã¢â‚¬Â¦
  
  #GoodByeJokowi 
  #LawanPembajakKonstitusi",7-Apr-22,72,5,188,vivien Ã®Â¨â‚¬,@fl0werbe4n_,,0.5,0.5,0.5,0.5,0
"Apakah belanja negara untuk IKN adil bagi masyarakat banyak, apakah belanja negara untuk kereta cepat adil? Apakah belanja negara untuk infrastruktur, yang akhirnya banyak terbengkalai, lebih adil dari subsidi untuk masyarakat berpendapatan rendah? Apakah kenaikan tarif PPN adil?",11-Aug-22,45,4,97,Anthony Budiawan,@AnthonyBudiawan,,0.5,0,0.5,0,0
"Catat ya! Kenaikan harga di Indonesia disebabkan oleh Inflasi, karena situasi politik dunia yang tidak stabil yang berimbas pada tidak stabilnya perdagangan global, bukan karena PPN",11-Apr-22,17,3,18,Tukangkuli,@garuda080,,0.5,0.5,0.5,0.5,0.5
"Kenaikan PPN sebesar 11% jangan diartikan bahwa Pemerintah menambah beban rakyatnya, karena dengan kenaikan PPN ini justru akan menambah pemasukan pajak dimana dana tersebut akan diperuntukan untuk anggaran belanja yg lebih berkuitas...
  
  Siap Dukung PPN",3-Apr-22,17,8,16,RMS,@SakiinaQhiCO_33,,0.5,0.5,0.5,1,1
"Aksi demontrasi mahasiswa yang tergabung dalam BEM SI. Menuntut pemerintah:
  Ã¢ÂÆ’Tolak wacana 3 periode dan penundaan Pemilu
  Ã¢ÂÆ’Turunkan kenaikan pajak PPN 11%
  Ã¢ÂÆ’Turunkan harga BBM
  Ã¢ÂÆ’Cabut UU Omnibus law
  Ã¢ÂÆ’Meminta Pemerintah mensubsidi biaya Pendidikan",21-Apr-22,38,20,166,Kabar Baik,@Iwan_kumkum,,0,0.5,0,0,0
"Jadi Fix yaa .. 
  Kenaikan Tatif Pajak PPh & PPN, penyebabnya adalah karena defisit APBN
  
  Peras aja terus Rakyat 
  .. 
  #Merakyat_MerasRakyat
  #Merakyat_MerasRakyat
  ..",26-Jun-22,13,1,19,TimPakuL,@timpakul_89,,0.5,0,0.5,0,0
"Atas rencana pemerintah naikkan PPN jadi 11%, Anggota DPR Marwan Cik Asan melihat bahwa kenaikan PPN saat ini belum tepat, karena PPN ini merupakan pajak yg dibebankan langsung kepada konsumen di saat harga sebagian kebutuhan pokok meningkat dan memberatkan masyarakat.",21-Apr-22,6,1,6,Renanda Bachtar,@renandabachtar,,0.5,0.5,0.5,0,0
"Kelompok gerakan mahasiswa terus bergerak dalam menolak kenaikan harga pangan, BBM, LPG dan PPN
  
  LMND tergabung dlm aliansi ini.",14-Apr-22,7,0,19,Muhammadasrul91,@Muhammadasrul91,,0,0.5,0.5,0,0
"Kenaikan harga hampir bersamaan, bbm, migor, ppn. Barang-barang di warung juga ikutan naik. Bakwan aja sekarang 5000 dapat 4. Sebelumnya 2000/3. Rakyat pasti marah lah.",7-Apr-22,19,3,117,JÃ…Â« ichi,@LisaKnows3,,0,0.5,0.5,0,0
"Terus bergerak kawan-kawan LMND Palopo Sulawesi Selatan dalam memperjuangkan penolakan kenaikan harga pangan, BBM, LPG dan PPN",13-Apr-22,9,1,21,Muhammadasrul91,@Muhammadasrul91,,0,0.5,0.5,0,0
"GBSI menyuarakan soal perbaikan ekonomi di Indonesia, menolak kenaikan BBM, minyak goreng, PPN 11%, peraturan kemenaker yang dianggap merugikan buruh, cabut omnibuslaw. 
  
  #Demo11April",11-Apr-22,8,2,35,VOI.id,@voidotid,,0,0.5,0,0,0
"Anggota Komisi XI DPR 
  @MarwanCikAsan
  melihat momentum kenaikan PPN 11% sekarang dirasa belum tepat, karena PPN ini merupakan pajak yang dibebankan langsung kepada konsumen. Dengan menaikkan tarif PPN di saat harga kebutuhan pokok meningkat akan memberikan efek ganda bagi masyarakat",21-Apr-22,14,3,26,#RepublikDagelan,@panca66,,0.5,0.5,0.5,0,0
"Teror yg nyata bagi rakyat :
  kenaikan harga2 kebutuhan pokok 
  kelangkaan/melangitnya harga minyak goreng 
  kenaikan BBM & gas - kenaikan TDL 
  kenaikan PPN
  
  #JualanHantuNII biar apa 
  #JualanHantuNII 
  
  Ganjen banget itu isu",25-Apr-22,8,6,15,ZeaZ34,@ChayankAlpha,,0,0.5,0.5,0,0
"13 Pendekar Bali Menuntut:
  1. Turunkan Harga BBM Pertamax.
  2. Segera Selesaikan Kelangkaan Solar.
  3. Segera Kendalikan Harga Kebutuhan Pokok.
  4. Menolak Penundaan Pemilu dan Perpanjangan Masa Jabatan Presiden.
  5. Menolak Kenaikan Tarif Tol dan PPN.
  6. Wujudkan Pasal 33 UUD 1945.",12-Apr-22,9,0,27,I. G. N. Putra Ari L.,@captlaksmana,,0,0.5,0.5,0,0
"Justru jadi pertanyaan kenapa vaksin bisa gratis ?
  
  Padahal pemerintah selama ini pelit dgn rakyat nya. 
  Bisa dilihat pelitnya pemerintah dari hilang nya pertalite , kenaikan PPN,Pertamax, Migor , Gula.
  
  Apa ga curiga ya smartcovid people ?..",13-Apr-22,19,3,44,Tito,@SSuperTito,,0,0.5,0.5,0,0
"Masa sih,.
  Kenaikan bbm dan kenaikan migor,
  Hilang banget saja dengan narasi JIS di bangun sama jokowi,.
  Jangan terkecoh sama mereka2 gerombolan berbayar,.
  Biarkan saja mereka mau ngakui apa,yang jelas kita suarakan jokowi menaikan harga bbm migor dan PPN 11%..",8-May-22,1,0,9,OpangBinaresNew,@NewOpang,,0,0.5,0.5,0,0
"Anggota DPR RI dari Fraksi PKS, Slamet, menyatakan bahwa kenaikan PPN semakin menekan kemampuan petani dalam melaksanakan aktivitas bercocok-tanam. Ia pun menilai kenaikan PPN ini sebagai bentuk ketidakberpihakan Pemerintah kepada para petani.",13-Apr-22,7,1,32,Fraksi PKS DPR RI,@FPKSDPRRI,,0.5,0.5,0.5,0,0
"PPN Naik jadi 11% = Satu langkah kedepan untuk wujudkan Pajak yang Adil dan Kuat!
  
  #PajakKitaUntukKita bukan sekadar jargon. Ini adalah fakta yg nyata. Maka dari itu, kenaikan tarif PPN pasti kembali untuk rakyat.
  
  Simak penjelasan #MenkeuSMI pada wawancara 
  @cnbcindonesia
  berikut",6-Apr-22,18,1,28,rahayu puspa,@rahayupuspa7,,0.5,0.5,0.5,1,1
"Kemarin 06.04.22 Aksi BEM MAHASISWA MAKASSAR
  
  #RakyatBersamaMahasiswa #GoodByeJokowi 
  
  Dengan Tuntutan:
  Ã¢â‚¬Â¢Menolak Penundaan Pemilu
  Ã¢â‚¬Â¢Tolak kenaikan BBM, Migor, PPN
  Ã¢â‚¬Â¢Mengajak seluruh rakyat Indonesia untuk menyukseskan Reformasi Jilid II",7-Apr-22,24,2,35,Bersatu Utk Kemerdekaan Palestine,@RanupsProSandi,,0,0.5,0.5,0,0
"Di goyang harga minyak dunia aj sdh melted.. nggak usah banyak gaya ngebangun tanpa modal.
  Promosi untuk Asing Aseng.. rakyat di gerus kenaikan PPN dan harga kebutuhan pokok.. sense of crisis mana ??
  #TegakkanKedaulatanRakyat
  #TegakkanKedaulatanRakyat",15-Apr-22,24,2,50,laskar njeblug,@jacktanggo_34,,0.5,0.5,0.5,0,0
"My lovely wife has no interest to any political issue...tapi pas saya cerita mau ada demo mahasiswa hari ini...respon dia ""baguslah mereka mau bersuara sbb kl diemÃ‚Â² aja dianggapnya kita rakyat kecil bahagia dengan segala kenaikan bbm, migor, PPN & berbagai macam kebutuhan pokok saat ini""",11-Apr-22,7,4,44,Abi Zia,@zialogi,,0,0.5,0.5,0,0
"Fraksi 
  @PDemokrat
  DPR RI bung 
  @MarwanCikAsanID
  telah menyampaikan dgn tegas PENOLAKAN Fraksi Partai Demokrat atas rencana kenaikan harga BBM bersubsidi dalam Rapat Kerja Komisi XI dengan Menkeu, Menteri PPN & Gubernur BI, 31 Agustus 2022.
  
  #DemokratTolakKenaikanBBM
  #BatalkanKenaikanBBM",7-Sep-22,8,0,12,OmarTara,@OmarTara_2,,0,0.5,0.5,0.5,0
"MuslimahNews Ã¢â‚¬â€œ Emilda merasa tak habis pikir kenapa pemerintah tega mengeluarkan kebijakan kenaikan PPN 11% di tengah berbagai kesulitan yang dihadapi rakyat.
  https://muslimahnews.net/2022/04/12/4339/Ã¢â‚¬Â¦",12-Apr-22,81,4,113,Muslimah News Com,@muslimahnewscom,,0.5,0.5,0.5,0,0
"Ketua DPD RI Nilai Kenaikan Bahan Pokok dan PPN Berpotensi Memiskinkan Kelas Menengah ke Bawah
  
  #LaNyalla 
  @lanyallacenter_
  @LaNyallaMM1",12-Apr-22,17,1,17,Mahardiga A,@AMahardiga,,0.5,0.5,0.5,0,0
"Pemerintah terpaksa menaikkan harga bahan bakar minyak. Kenaikan harga komoditas energi disebabkan karena ekonomi global yang sedang bergejolak.
  
  Naiknya inflasi di hampir semua negara menyebabkan dunia mengalami krisis dan situasi menjadi sulit.
  
  Jadi bukan karena PPN ya .",11-Apr-22,19,5,19,Ãªâ€šÂµÃªÂÂÃªÅ’â€” ÃªÅ’Â©Ãªâ€šÂ¦ÃªÅ’â€”ÃªÅ’â€”Ã¢Â¢Â¾Ã¢â€“â€˜Ã¢â€“â€™Ã¢â€“â€œÃ¢â€“Ë†,@Penyair_Berdiri,,0.5,0.5,0.5,0.5,0.5
"2019 ada aksi reformasi dikorupsi
  2020 ada aksi tolak omnibuslawal
  2022 ada kenaikan Migor , BBM, SEMBAKO, PPN
  Ada rencana menaikan elpiji setiap 3 bulan, TDL...'Next??? 
  Dah ah cuma pengen ngingetin itu doang",18-Apr-22,5,0,10,Kokom Komalawati,@kokomkomalawat1,,0.5,0.5,0.5,0.5,0.5
Apindo Meminta Pemerintah Tangguhkan Kenaikan PPN 11%,8-Apr-22,21,0,51,Keuangan News,@keuangannews_id,,0.5,0.5,0.5,0,0
"Baru tau , ada yang kontra ama jokowi biasanya didesa saya ini pro Jokowi lho sekarang Malah Kritik Kinerja Jokowi.
  
  Soal Kenaikan Migor , BBM , PPN dan Wacana Pemilu/Penundaan :) Hahahaha , Warga Pro Jokowi pada sengsara.
  @fawazul_alwy",6-Apr-22,3,1,6,Firman Nurhuda,@firman__nurhuda,,0,0.5,0.5,0,0
"Laksmana mengatakan pihaknya menolak harga BBM Pertamax & PPN naik. Kenaikan harga BBM-PPN ini memicu harga bahan pokok di Bali naik
  
  ""Tentang harga kebutuhan pokok BBM, PPN & saat ini, kita ketahui bersama masyarakat. kita di Bali itu kan terdampak oleh Covid-19""",12-Apr-22,33,1,89,sahabat bangsa,@Sahabat_Bangsa,,0,0.5,0.5,0,0
"Beberapa tuntutan Aliansi Mahasiswa Kuningan, yakni; menolak kenaikan harga BBM, melakukan stabilisasi harga bahan pokok, menolak kenaikan PPN, serta menolak perpanjangan masa jabatan presiden tiga periode. 
  @pksjabar
  
  @PKSejahtera
  
  
  #kuningan",11-Apr-22,10,1,32,Fraksi PKS DPRD Kuningan,@fpkskuningan,,0,0.5,0.5,0,0
"Mahasiswa dari berbagai aliansi melakukan unjuk rasa di depan Patung Kuda, Jakarta pusat sore ini. Sejumlah mahasiswa yang menamakan diri Cipayung Plus, menolak kebijakan pemerintah menaikkan sejumlah harga bahan pokok, BBM dan LPG, serta kenaikan PPN.
  
  https://kompas.tv/article/278171/mahasiswa-demo-di-depan-patung-kuda-tuntut-soal-kenaikan-harga-bbm-hingga-ppnÃ¢â‚¬Â¦",8-Apr-22,7,5,28,KOMPAS TV,@KompasTV,,0,0.5,0.5,0,0
"PPN naik 1%. Pro dan kontra bermunculan.
  
  Waktu penerapannya sudah direncanakan lama. Sayangnya, tanpa terduga saat penerapan tiba, terjadi pula ketegangan geopolitik.
  
  Kenaikan harga terjadi.",25-Apr-22,29,2,31,#UangKita,@KemenkeuRI,,0.5,0.5,0.5,0.5,0.5
Mahasiswa Blokade Jalan Pantura Tolak Kenaikan Harga BBM dan Tarif PPN http://dlvr.it/SNh6tG,16-Apr-22,3,0,30,KOMPAS TV,@KompasTV,,0,0.5,0.5,0,0
Halo izin sedikit menyanggah dan bertanya mengenai ppn 11% ya. Disini gua ngga bermaksud membenarkan orang2 yg overhate karena sebenarnya faktor kenaikan yg drastis ini abu. Dan menurut gua ppn 11% tidak memberi dampak kenaikan setinggi itu.,13-Apr-22,21,3,64,DyrÃ¢ÂÂ·,@myg0702,,0.5,0.5,0.5,1,1
"Kenaikan PPN 1 Persen Sumbang Rp13,95 T ke Kantong Negara",2-Aug-22,12,19,46,CNN Indonesia,@CNNIndonesia,,0.5,0.5,0.5,0.5,0.5
Padahal perluasan pengenaan dan kenaikan PPN disebut2 supaya negara bisa bayar biaya penanganan pandemi. Kena prank kita semua,9-Apr-22,6,2,25,Dr. Hariati Sinaga Ã¡Â¯â€¦Ã¡Â¯â€“Ã¡Â¯â€šÃ¡Â¯Â² Ã¡Â¯â€“Ã¡Â¯Â¬Ã¡Â¯â€¦,@BuruhSiluman,,0.5,0.5,0.5,0,0
"Ga ngerti lagi kenapa paket data sekarang mahal sekali dan banget, kenaikan ppn 5-10% kayaknya ga segini deh, apa iya dengan harga segini provider masih anggap ini terjangkau? Sama sekali ga relevan dan kurang masuk akal",6-Oct-22,0,0,0,"Nahida Nia | Jasa CV, Surat Lamaran, Portfolio etc",@lamarreofficial,,0.5,0.5,0.5,0,0
